trial,imv
164,7.317294675738452
165,5.605411842853798
166,4.768351333453808
167,4.224424429961687
168,17.47737987374471
169,3.6357037066187132
170,7.861292802202868
171,7.742339466166882
172,7.522720921225556
173,0.1604618608752304
174,1.3090278321872688
175,5.0838790894112975
176,9.853708763537284
177,4.707784011429595
178,1.301531083435151
179,0.37692823791316243
180,13.559135276550379
181,10.525156322217768
182,3.2051681759000843
183,8.833022445914267
184,6.439042414824129
185,4.803978262537271
186,4.88848849361726
187,5.8911222249317206
188,4.812858600738835
189,3.1919205051604536
190,8.902189284271117
191,3.6685533990565204
192,15.216109213825561
193,2.5402495156293696
194,9.601905388118325
195,7.1188633592042265
196,8.209851583898327
197,8.956556134249624
198,15.38065800800399
199,0.036944159296027124
200,9.823351390230584
201,6.49004602558162
202,9.219176906836111
203,3.645112690249462
204,10.725355552353676
205,2.672097769681116
206,12.431802052381045
207,7.877014485187814
208,11.318730089987582
209,14.209683995742637
210,11.182986767709892
211,4.361787553938882
212,5.179652694278829
213,6.63653399957056
214,5.051977081616457
215,4.285133347099787
216,8.025181304174225
217,1.8753407952079044
218,7.326709591983828
219,9.823262514347093
220,6.423671553384736
221,6.074854119806403
222,7.127706854378744
223,5.541999687556128
224,0.3411695551885714
225,5.5775244659900665
226,6.884359963808322
227,6.68074898237731
228,9.409946032758015
229,9.385650606575624
230,11.35847602601116
231,7.5584512794273735
232,3.8177546239576685
233,8.360948441515305
234,2.359407388012741
235,8.730972701052494
236,9.244969910162311
237,2.421749669702862
238,3.8892561996089654
239,0.29911112633641324
240,6.0339060217829115
241,2.839520390462255
242,6.68638362008987
243,1.545703576404449
244,1.3596218567014091
245,9.251502978387364
246,11.142644834690216
247,0.9658890374116567
248,5.360676282235659
249,9.00778235660708
250,10.12555627721737
251,3.5165256970716285
252,6.300622016669664
253,10.338488977819182
254,5.9614996665494715
255,7.364103232852088
256,0.7755908323439655
257,0.7442013128135017
258,4.431592023364388
259,12.503206121102068
260,7.571860254964619
261,0.020159667093636813
262,2.7351609686846103
263,12.760148176008173
264,1.0724904101719943
265,13.13993950844447
266,1.5782990438774505
267,8.301397153351644
268,3.3013469977689454
269,3.1664986441314653
270,5.516334464747558
271,3.7711430673327158
272,0.07670630085284813
273,2.8104330163183278
274,0.21699838854253528
275,0.33509610106911225
276,3.6707118208537537
277,0.47011764524070543
278,4.4966608668312205
279,9.387712169867598
280,4.404702678481399
281,2.884126842327177
282,2.2030128722146145
283,1.9634153385370325
284,0.15274315135744132
285,8.843464395726215
286,0.04566183395682799
287,1.0456359621319962
288,5.6513085115642525
289,6.614940266057587
290,3.0927818866489503
291,3.986689854803629
292,3.2161521653502234
293,3.110502676417525
294,0.2885069584355904
295,9.961074710686844
296,7.1669015994808944
297,2.3601459437585675
298,5.9910402162404495
299,8.383184049017103
